47;0;1.22;1.37;1.53;1.61;0.79;0.9;0.96;1.03;1.09;1.15;1.19;1.25;0.54;0.56;0.58;0.59;0.6;0.61;0.63;0.64;0.23;0.23;0.24;0.24;0.24;0.25;0.25;0.08;0.07;0.02;0
48;0;1.32;1.48;1.65;1.73;0.87;0.99;1.07;1.14;1.21;1.27;1.31;1.38;0.61;0.63;0.66;0.67;0.67;0.69;0.71;0.72;0.26;0.27;0.27;0.28;0.28;0.28;0.28;0.09;0.08;0.03;0
49;0;1.42;1.59;1.77;1.86;0.97;1.1;1.18;1.26;1.33;1.41;1.45;1.53;0.68;0.71;0.74;0.75;0.76;0.78;0.79;0.81;0.3;0.31;0.31;0.32;0.32;0.32;0.33;0.11;0.09;0.03;0
50;0;1.53;1.71;1.91;2;1.06;1.21;1.3;1.39;1.47;1.55;1.6;1.69;0.77;0.79;0.83;0.84;0.85;0.87;0.89;0.91;0.34;0.35;0.36;0.36;0.37;0.37;0.37;0.13;0.11;0.04;0
51;0;1.64;1.83;2.04;2.15;1.16;1.32;1.42;1.51;1.6;1.69;1.74;1.83;0.86;0.89;0.93;0.94;0.95;0.98;1;1.01;0.39;0.4;0.41;0.41;0.42;0.42;0.42;0.15;0.13;0.04;0
53;0;1.87;2.1;2.34;2.46;1.36;1.55;1.67;1.78;1.88;1.99;2.05;2.16;1.07;1.1;1.16;1.17;1.18;1.21;1.24;1.26;0.5;0.52;0.53;0.53;0.54;0.54;0.55;0.2;0.17;0.06;0
54;0;2;2.24;2.5;2.62;1.47;1.68;1.8;1.93;2.04;2.15;2.22;2.34;1.18;1.22;1.28;1.3;1.31;1.35;1.37;1.4;0.57;0.59;0.59;0.6;0.61;0.62;0.62;0.23;0.19;0.06;0
55;0;2.13;2.39;2.66;2.79;1.59;1.81;1.95;2.08;2.2;2.32;2.4;2.52;1.31;1.35;1.42;1.44;1.45;1.49;1.52;1.55;0.64;0.66;0.67;0.68;0.69;0.69;0.7;0.26;0.22;0.07;0
60;0;2.84;3.19;3.55;3.74;2.28;2.6;2.79;2.98;3.15;3.32;3.43;3.61;2.02;2.09;2.19;2.22;2.23;2.3;2.34;2.38;1.13;1.16;1.18;1.19;1.2;1.22;1.22;0.5;0.43;0.14;0
70;0;4.52;5.07;5.65;5.94;4.13;4.7;5.05;5.4;5.71;6.02;6.22;6.54;4.21;4.34;4.56;4.61;4.65;4.79;4.87;4.96;2.73;2.8;2.84;2.87;2.91;2.94;2.95;1.45;1.24;0.41;0
80;0;6.21;6.97;7.76;8.16;6.43;7.33;7.87;8.41;8.89;9.38;9.69;10.19;7.47;7.7;8.09;8.19;8.25;8.5;8.65;8.8;5.56;5.71;5.79;5.84;5.93;6;6.02;3.38;2.9;0.97;0
90;0;7.43;8.33;9.28;9.76;8.7;9.91;10.65;11.37;12.02;12.69;13.1;13.78;11.45;11.82;12.41;12.56;12.65;13.04;13.27;13.5;9.72;9.98;10.12;10.21;10.36;10.49;10.52;6.68;5.73;1.91;0
100;0;7.19;8.07;8.97;9.65;10.27;11.7;12.57;13.42;14.2;14.98;15.47;16.28;15.29;15.78;16.57;16.78;16.89;17.41;17.72;18.03;14.73;15.11;15.32;15.47;15.69;15.89;15.94;11.39;9.76;3.25;0
110;0;6.94;7.81;8.65;9.54;9.88;11.61;12.48;13.56;14.68;15.69;16.01;16.89;17.88;18.45;19.37;19.62;19.75;20.36;20.72;21.08;19.47;19.98;20.26;20.45;20.75;21.01;21.08;16.85;14.45;4.82;0
120;0;6.45;7.27;8.13;8.91;9.37;10.6;11.36;12.82;13.59;14.36;15.43;16.33;17.27;18.05;19.22;19.78;20.3;20.95;21.59;22.07;22.58;23.17;23.49;23.72;24.05;24.36;24.44;21.83;18.71;6.24;0
129;0;6.01;6.78;7.67;8.34;8.9;9.69;10.36;12.16;12.61;13.16;14.92;15.83;16.73;17.7;19.08;19.93;20.79;21.48;22.38;22.96;23.48;24.05;24.15;24.24;24.41;24.62;24.5;24.65;21.13;7.04;0
130;0;5.95;6.73;7.6;8.27;8.84;9.6;10.26;12.04;12.46;13;14.77;15.7;16.62;17.59;18.96;19.84;20.71;21.43;22.35;22.96;23.53;24.09;24.17;24.26;24.41;24.6;24.48;24.62;21.11;7.04;0
135;0;5.61;6.43;7.21;7.86;8.47;9.19;9.9;11.29;11.72;12.29;13.57;14.99;15.97;16.98;18.15;19.08;19.93;20.84;21.84;22.6;23.59;24.12;24.18;24.27;24.28;24.4;24.34;24.47;20.98;6.99;0
136;0;5.54;6.37;7.13;7.77;8.4;9.11;9.83;11.11;11.58;12.16;13.34;14.75;15.84;16.84;17.97;18.9;19.73;20.68;21.7;22.49;23.57;24.09;24.16;24.25;24.24;24.34;24.3;24.43;20.94;6.98;0
139;0;5.31;6.18;6.77;7.51;8.17;8.89;9.66;10.64;11.09;11.78;12.72;14;15.41;16.42;17.39;18.33;19.12;20.18;21.21;22.08;23.43;23.94;24.03;24.13;24.07;24.14;24.16;24.29;20.82;6.94;0
140;0;5.24;6.09;6.65;7.43;8.09;8.82;9.6;10.5;10.93;11.65;12.53;13.77;15.18;16.27;17.2;18.13;18.92;20.01;21.04;21.94;23.35;23.85;23.96;24.07;24.01;24.06;24.1;24.24;20.78;6.93;0
141;0;5.18;5.99;6.54;7.32;8.01;8.75;9.54;10.36;10.79;11.52;12.36;13.54;14.94;16.13;17.02;17.95;18.65;19.86;20.87;21.61;23.05;23.5;23.71;23.79;23.93;23.98;24.04;24.19;20.73;6.91;0
142;0;5.12;5.9;6.43;7.24;7.93;8.67;9.47;10.21;10.66;11.4;12.19;13.31;14.72;15.9;16.79;17.69;18.38;19.57;20.58;21.3;22.71;23.16;23.37;23.46;23.84;23.88;23.98;24.13;20.68;6.89;0
143;0;5.05;5.8;6.32;7.15;7.84;8.6;9.34;10.06;10.53;11.27;12.03;13.08;14.5;15.68;16.55;17.44;18.12;19.29;20.29;20.99;22.37;22.83;23.04;23.12;23.55;23.77;23.9;24.06;20.63;6.88;0
144;0;4.99;5.71;6.2;7.08;7.76;8.48;9.22;9.92;10.4;11.15;11.88;12.86;14.27;15.46;16.31;17.2;17.86;19.01;20.01;20.68;22.04;22.5;22.71;22.8;23.24;23.58;23.83;23.99;20.56;6.85;0
145;0;4.92;5.61;6.1;7;7.69;8.37;9.09;9.78;10.29;11.04;11.73;12.65;14.05;15.24;16.08;16.96;17.6;18.73;19.72;20.39;21.72;22.17;22.4;22.49;22.93;23.32;23.73;23.91;20.5;6.83;0
146;0;4.85;5.52;5.99;6.93;7.61;8.26;8.96;9.63;10.17;10.93;11.59;12.45;13.83;15.03;15.86;16.72;17.36;18.47;19.45;20.08;21.39;21.85;22.1;22.18;22.64;23;23.45;23.83;20.42;6.81;0
148;0;4.72;5.34;5.79;6.75;7.43;8.04;8.71;9.36;9.93;10.67;11.31;12.04;13.41;14.61;15.42;16.25;16.87;17.95;18.91;19.5;20.77;21.22;21.5;21.59;22.07;22.4;22.9;23.64;20.26;6.75;0
149;0;4.66;5.24;5.69;6.64;7.33;7.92;8.6;9.22;9.8;10.54;11.17;11.85;13.21;14.4;15.2;16.03;16.63;17.69;18.64;19.23;20.46;20.93;21.22;21.32;21.8;22.14;22.64;23.48;20.13;6.71;0
150;0;4.59;5.14;5.58;6.54;7.22;7.8;8.46;9.08;9.66;10.38;11.01;11.64;12.99;14.18;14.97;15.78;16.39;17.42;18.36;18.93;20.13;20.61;20.93;21.03;21.52;21.88;22.37;23.2;19.89;6.63;0
155;0;4.24;4.65;5.05;6.03;6.65;7.18;7.8;8.33;8.96;9.6;10.18;10.63;11.89;13.09;13.81;14.56;15.16;16.08;16.94;17.43;18.49;18.99;19.45;19.59;20.12;20.54;21;21.79;18.68;6.23;0
160;0;4.01;4.33;4.73;5.65;6.26;6.79;7.39;7.88;8.49;9.09;9.63;10.03;11.22;12.43;13.11;13.82;14.43;15.28;16.08;16.52;17.48;18.02;18.58;18.75;19.31;19.78;20.22;20.91;17.92;5.97;0
162;0;3.91;4.2;4.6;5.5;6.1;6.63;7.23;7.7;8.3;8.88;9.41;9.79;10.95;12.16;12.83;13.53;14.14;14.95;15.73;16.16;17.07;17.63;18.24;18.42;18.99;19.48;19.91;20.56;17.62;5.87;0
168;0;3.67;3.85;4.26;5.04;5.63;6.18;6.78;7.19;7.76;8.27;8.77;9.16;10.22;11.44;12.07;12.72;13.35;14.09;14.8;15.18;15.97;16.59;17.34;17.55;18.15;18.69;19.09;19.58;16.78;5.59;0
170;0;3.61;3.77;4.18;4.94;5.53;6.09;6.68;7.08;7.64;8.14;8.62;9.02;10.06;11.28;11.9;12.55;13.18;13.9;14.6;14.97;15.73;16.36;17.14;17.36;17.97;18.52;18.91;19.36;16.6;5.53;0
174;0;3.5;3.61;4.03;4.73;5.32;5.89;6.48;6.86;7.39;7.87;8.32;8.75;9.75;10.96;11.57;12.2;12.84;13.53;14.18;14.54;15.25;15.9;16.76;17;17.61;18.18;18.56;18.93;16.23;5.41;0
180;0;3.44;3.52;3.94;4.62;5.2;5.79;6.37;6.74;7.26;7.71;8.16;8.61;9.58;10.79;11.39;12.01;12.66;13.33;13.97;14.31;14.99;15.66;16.55;16.8;17.42;18.01;18.38;18.7;16.03;5.34;0
