47;0;3.43;2.52;2.82;2.99;3.25;3.52;3.72;2.3;2.38;2.47;2.59;2.72;1.37;1.41;1.46;1.49;1.51;1.56;0.66;0.67;0.69;0.7;0.72;0.73;0.72;0.7;0.68;0.6;0.51;0.17;0
48;0;3.6;2.68;3;3.18;3.46;3.74;3.96;2.48;2.56;2.67;2.79;2.93;1.52;1.56;1.62;1.65;1.68;1.73;0.74;0.76;0.77;0.79;0.82;0.83;0.81;0.79;0.77;0.67;0.58;0.19;0
49;0;3.78;2.85;3.19;3.37;3.67;3.97;4.21;2.67;2.76;2.87;3;3.15;1.68;1.72;1.79;1.82;1.86;1.91;0.83;0.85;0.87;0.89;0.92;0.93;0.91;0.89;0.87;0.76;0.65;0.22;0
50;0;3.95;3.02;3.38;3.57;3.89;4.21;4.46;2.87;2.97;3.08;3.23;3.39;1.85;1.9;1.97;2.01;2.05;2.11;0.94;0.95;0.98;1;1.03;1.05;1.02;1;0.97;0.85;0.73;0.24;0
51;0;4.13;3.2;3.58;3.78;4.12;4.46;4.72;3.08;3.18;3.31;3.46;3.63;2.02;2.07;2.14;2.19;2.23;2.29;1.05;1.07;1.09;1.12;1.15;1.17;1.14;1.12;1.09;0.95;0.82;0.27;0
53;0;4.49;3.56;3.98;4.21;4.59;4.97;5.26;3.52;3.64;3.78;3.96;4.15;2.37;2.43;2.52;2.57;2.62;2.7;1.3;1.32;1.36;1.39;1.43;1.45;1.42;1.39;1.35;1.18;1.01;0.34;0
54;0;4.66;3.75;4.19;4.44;4.83;5.23;5.54;3.76;3.88;4.04;4.23;4.43;2.57;2.63;2.73;2.79;2.83;2.92;1.45;1.47;1.51;1.55;1.59;1.61;1.58;1.54;1.5;1.31;1.13;0.38;0
55;0;4.84;3.94;4.41;4.66;5.08;5.5;5.82;4.01;4.13;4.3;4.5;4.72;2.77;2.84;2.95;3.01;3.06;3.15;1.6;1.63;1.67;1.71;1.76;1.79;1.75;1.7;1.66;1.46;1.25;0.42;0
60;0;5.7;4.94;5.53;5.85;6.36;6.89;7.29;5.36;5.53;5.75;6.02;6.31;3.97;4.07;4.22;4.3;4.38;4.51;2.47;2.51;2.57;2.64;2.71;2.75;2.69;2.62;2.56;2.24;1.92;0.64;0
70;0;7.07;6.93;7.75;8.2;8.92;9.66;10.23;8.52;8.79;9.14;9.57;10.04;7.19;7.37;7.64;7.8;7.94;8.18;5.13;5.22;5.34;5.49;5.64;5.73;5.59;5.46;5.33;4.66;4;1.33;0
80;0;7.45;8.42;9.42;9.96;10.84;11.74;12.43;11.7;12.08;12.56;13.15;13.79;11.2;11.48;11.91;12.15;12.37;12.74;9.11;9.27;9.48;9.75;10.01;10.17;9.93;9.7;9.46;8.28;7.09;2.36;0
90;0;7.82;8.77;9.77;10.27;11.23;12.42;13.33;13.99;14.44;15.02;15.72;16.49;15.14;15.52;16.1;16.44;16.72;17.22;13.97;14.21;14.54;14.95;15.34;15.59;15.23;14.87;14.51;12.69;10.88;3.63;0
100;0;7.57;8.5;9.44;10.16;10.82;12.32;13.24;14.13;14.95;15.77;16.29;17.14;17.89;18.33;19.02;19.41;19.75;20.34;18.65;18.98;19.42;19.97;20.49;20.83;20.34;19.86;19.37;16.95;14.53;4.84;0
110;0;7.31;8.22;9.11;10.04;10.4;12.22;13.14;14.27;15.45;16.52;16.85;17.78;18.82;19.42;20.39;20.65;20.79;21.43;21.81;22.19;22.71;23.35;23.96;24.35;22.42;22.81;22.65;19.82;16.99;5.66;0
120;0;6.79;7.65;8.56;9.38;9.86;11.16;11.96;13.5;14.3;15.11;16.24;17.19;18.18;19;20.23;20.82;21.36;22.05;22.73;23.23;23.77;24.39;24.73;24.97;22.79;23.08;23.15;20.32;17.42;5.81;0
129;0;6.33;7.14;8.07;8.78;9.37;10.2;10.9;12.8;13.27;13.85;15.7;16.66;17.61;18.63;20.08;20.98;21.88;22.61;23.56;24.17;24.72;25.32;25.42;25.52;23.12;23.33;23.21;20.77;17.8;5.93;0
130;0;6.26;7.08;8;8.7;9.3;10.1;10.8;12.67;13.12;13.68;15.55;16.53;17.49;18.52;19.96;20.88;21.8;22.56;23.53;24.17;24.77;25.36;25.44;25.54;23.12;23.3;23.19;20.79;17.82;5.94;0
135;0;5.9;6.77;7.59;8.27;8.92;9.67;10.42;11.88;12.34;12.94;14.28;15.78;16.81;17.87;19.11;20.08;20.98;21.94;22.99;23.79;24.83;25.39;25.45;25.55;23;23.11;23.06;20.8;17.83;5.94;0
136;0;5.83;6.7;7.5;8.18;8.84;9.59;10.35;11.69;12.19;12.8;14.04;15.53;16.67;17.73;18.92;19.89;20.77;21.77;22.84;23.67;24.81;25.36;25.43;25.53;22.97;23.06;23.02;20.78;17.81;5.94;0
139;0;5.59;6.51;7.13;7.91;8.6;9.36;10.17;11.2;11.67;12.4;13.39;14.74;16.22;17.28;18.31;19.29;20.13;21.24;22.33;23.24;24.66;25.2;25.29;25.4;22.81;22.87;22.89;20.67;17.72;5.91;0
140;0;5.52;6.41;7;7.82;8.52;9.28;10.1;11.05;11.51;12.26;13.19;14.49;15.98;17.13;18.11;19.08;19.92;21.06;22.15;23.09;24.58;25.11;25.22;25.34;22.74;22.8;22.83;20.63;17.68;5.89;0
141;0;5.45;6.31;6.88;7.71;8.43;9.21;10.04;10.9;11.36;12.13;13.01;14.25;15.73;16.98;17.92;18.89;19.63;20.91;21.97;22.75;24.26;24.74;24.96;25.04;22.67;22.72;22.78;20.38;17.47;5.82;0
142;0;5.39;6.21;6.77;7.62;8.35;9.13;9.97;10.75;11.22;12;12.83;14.01;15.49;16.74;17.67;18.62;19.35;20.6;21.66;22.42;23.9;24.38;24.6;24.69;22.58;22.63;22.72;20.1;17.23;5.74;0
143;0;5.32;6.11;6.65;7.53;8.25;9.05;9.83;10.59;11.08;11.86;12.66;13.77;15.26;16.51;17.42;18.36;19.07;20.3;21.36;22.09;23.55;24.03;24.25;24.34;22.31;22.52;22.64;19.81;16.98;5.66;0
144;0;5.25;6.01;6.53;7.45;8.17;8.93;9.7;10.44;10.95;11.74;12.5;13.54;15.02;16.27;17.17;18.1;18.8;20.01;21.06;21.77;23.2;23.68;23.91;24;22.01;22.34;22.33;19.53;16.74;5.58;0
145;0;5.18;5.91;6.42;7.37;8.09;8.81;9.57;10.29;10.83;11.62;12.35;13.32;14.79;16.04;16.93;17.85;18.53;19.72;20.76;21.46;22.86;23.34;23.58;23.67;21.73;22.1;22.02;19.27;16.51;5.5;0
146;0;5.11;5.81;6.31;7.29;8.01;8.69;9.43;10.14;10.7;11.5;12.2;13.1;14.56;15.82;16.69;17.6;18.27;19.44;20.47;21.14;22.52;23;23.26;23.35;21.45;21.79;21.72;19.01;16.29;5.43;0
148;0;4.97;5.62;6.09;7.11;7.82;8.46;9.17;9.85;10.45;11.23;11.91;12.67;14.12;15.38;16.23;17.11;17.76;18.89;19.9;20.53;21.86;22.34;22.63;22.73;20.91;21.22;21.14;18.5;15.86;5.29;0
149;0;4.91;5.52;5.99;6.99;7.72;8.34;9.05;9.71;10.32;11.09;11.76;12.47;13.9;15.16;16;16.87;17.51;18.62;19.62;20.24;21.54;22.03;22.34;22.44;20.66;20.98;20.87;18.27;15.66;5.22;0
150;0;4.84;5.42;5.88;6.88;7.6;8.21;8.91;9.55;10.17;10.93;11.59;12.26;13.67;14.93;15.76;16.61;17.25;18.34;19.32;19.93;21.19;21.69;22.03;22.14;20.39;20.73;20.59;18.02;15.44;5.15;0
155;0;4.46;4.89;5.32;6.35;7;7.56;8.21;8.77;9.43;10.11;10.72;11.19;12.52;13.78;14.54;15.33;15.96;16.93;17.83;18.35;19.46;19.99;20.47;20.62;19.06;19.46;19.18;16.78;14.39;4.8;0
160;0;4.22;4.55;4.98;5.95;6.59;7.15;7.78;8.29;8.94;9.57;10.13;10.56;11.81;13.08;13.8;14.55;15.19;16.08;16.92;17.39;18.4;18.97;19.56;19.74;18.3;18.74;18.36;16.07;13.77;4.59;0
162;0;4.12;4.42;4.84;5.79;6.42;6.98;7.61;8.1;8.74;9.35;9.9;10.31;11.53;12.8;13.51;14.24;14.88;15.74;16.56;17.01;17.97;18.56;19.2;19.39;17.99;18.45;18.04;15.78;13.53;4.51;0
168;0;3.86;4.05;4.48;5.31;5.93;6.51;7.14;7.57;8.17;8.71;9.23;9.64;10.76;12.04;12.7;13.39;14.05;14.83;15.58;15.98;16.81;17.46;18.25;18.47;17.19;17.61;17.18;15.03;12.89;4.3;0
170;0;3.8;3.97;4.4;5.2;5.82;6.41;7.03;7.45;8.04;8.57;9.07;9.5;10.59;11.87;12.53;13.21;13.87;14.63;15.36;15.75;16.56;17.22;18.05;18.28;17.02;17.43;17;14.88;12.75;4.25;0
174;0;3.68;3.8;4.24;4.98;5.6;6.2;6.82;7.22;7.78;8.28;8.76;9.21;10.26;11.54;12.18;12.84;13.52;14.24;14.93;15.3;16.05;16.74;17.64;17.89;16.69;17.06;16.64;14.56;12.48;4.16;0
180;0;3.62;3.71;4.15;4.86;5.47;6.09;6.71;7.09;7.64;8.12;8.59;9.06;10.08;11.36;11.99;12.64;13.33;14.03;14.7;15.06;15.78;16.48;17.42;17.68;16.51;16.86;16.45;14.39;12.33;4.11;0
