46;0;3.52;4.41;5.29;6.17;7.05;7.54;8.81;9.15;9.51;9.69;9.93;10.11;10.34;10.68;10.8;11;11.17;11.28;11.11;11.5;11.7;11.89;10.58;10.49;10.31;10.63;10.57;9.25;7.93;2.64;0
47;0;3.52;4.4;5.29;6.17;7.05;7.93;8.81;9.39;9.66;9.86;10.05;10.22;10.46;10.82;10.91;11.12;11.29;11.43;11.38;11.65;11.85;12.05;10.76;10.76;10.59;10.87;10.71;9.37;8.03;2.68;0
48;0;3.52;4.4;5.28;6.16;7.05;7.93;8.81;9.62;9.81;9.97;10.16;10.34;10.57;10.96;11.03;11.24;11.42;11.57;11.64;11.8;12;12.19;10.94;11.03;10.85;11.11;10.84;9.48;8.13;2.71;0
49;0;3.52;4.4;5.28;6.16;7.04;7.92;8.8;9.62;9.99;10.12;10.27;10.45;10.68;11.09;11.15;11.36;11.54;11.7;11.89;11.95;12.15;12.34;11.15;11.3;11.12;11.24;10.97;9.6;8.23;2.74;0
50;0;3.52;4.4;5.28;6.16;7.04;7.92;8.8;9.62;10.16;10.29;10.38;10.56;10.79;11.22;11.26;11.47;11.66;11.83;12.04;12.1;12.3;12.48;11.3;11.42;11.24;11.37;11.09;9.71;8.32;2.77;0
51;0;3.52;4.4;5.27;6.15;7.03;7.91;8.79;9.61;10.16;10.41;10.53;10.7;10.91;11.35;11.41;11.64;11.77;12.01;12.24;12.26;12.47;12.65;11.48;11.65;11.42;11.53;11.24;9.84;8.43;2.81;0
53;0;3.51;4.39;5.26;6.14;7.02;7.9;8.77;9.6;10.15;10.41;10.71;10.89;11.13;11.61;11.62;11.84;12.04;12.25;12.45;12.58;12.77;12.93;11.77;11.92;11.75;11.78;11.49;10.06;8.62;2.87;0
54;0;3.5;4.38;5.26;6.13;7.01;7.88;8.76;9.59;10.14;10.4;10.71;11.01;11.24;11.75;11.75;11.98;12.19;12.4;12.61;12.75;12.94;13.1;11.93;12.09;11.93;11.94;11.64;10.19;8.73;2.91;0
55;0;3.5;4.37;5.25;6.12;7;7.87;8.75;9.58;10.14;10.39;10.71;11.13;11.37;11.89;11.89;12.12;12.34;12.56;12.77;12.93;13.13;13.28;12.11;12.27;12.11;12.1;11.8;10.33;8.85;2.95;0
60;0;3.46;4.33;5.2;6.06;6.93;7.79;8.66;9.49;10.07;10.33;10.66;11.1;11.34;11.86;12.79;13.08;13.38;13.64;13.88;14.11;14.34;14.53;13.26;13.45;13.41;13.24;12.91;11.3;9.68;3.23;0
70;0;3.35;4.19;5.03;5.86;6.7;7.54;8.38;9.2;9.79;10.07;10.42;10.89;11.14;11.66;12.67;12.96;13.26;13.52;13.77;16.46;16.76;17.02;15.55;15.8;15.89;15.51;15.13;13.24;11.35;3.78;0
80;0;3.19;3.98;4.78;5.57;6.37;7.17;7.96;8.76;9.34;9.63;10;10.48;10.74;11.27;12.32;12.6;12.91;13.17;13.42;16.27;16.57;16.83;16.46;16.09;15.71;15.34;14.96;13.09;11.22;3.74;0
90;0;2.98;3.72;4.47;5.21;5.95;6.7;7.44;8.18;8.75;9.04;9.42;9.89;10.18;10.71;11.75;12.04;12.35;12.62;12.87;15.72;16.02;16.29;15.93;15.57;15.2;14.84;14.48;12.67;10.86;3.62;0
100;0;2.74;3.42;4.11;4.79;5.47;6.16;6.84;7.52;8.05;8.34;8.71;9.17;9.48;10.03;11.02;11.31;11.62;11.9;12.16;14.85;15.16;15.43;15.09;14.75;14.4;14.06;13.72;12;10.29;3.43;0
110;0;2.48;3.1;3.72;4.34;4.96;5.58;6.2;6.79;7.29;7.57;7.93;8.36;8.7;9.25;10.16;10.46;10.77;11.05;11.33;13.74;14.05;14.33;14.01;13.7;13.38;13.06;12.74;11.15;9.56;3.19;0
120;0;2.22;2.77;3.32;3.88;4.43;4.99;5.54;6.05;6.5;6.78;7.11;7.5;7.87;8.44;9.24;9.54;9.86;10.15;10.43;12.47;12.79;13.08;12.79;12.5;12.21;11.92;11.62;10.17;8.72;2.91;0
129;0;1.99;2.48;2.98;3.48;3.97;4.47;4.97;5.4;5.81;6.08;6.39;6.74;7.14;7.72;8.42;8.71;9.03;9.34;9.63;11.28;11.6;11.9;11.64;11.37;11.11;10.84;10.58;9.26;7.93;2.64;0
130;0;1.96;2.45;2.94;3.44;3.93;4.42;4.91;5.33;5.74;6;6.31;6.66;7.06;7.64;8.33;8.63;8.94;9.25;9.54;11.14;11.47;11.77;11.51;11.25;10.99;10.72;10.46;9.15;7.85;2.62;0
135;0;1.84;2.31;2.77;3.23;3.69;4.15;4.61;5;5.38;5.64;5.93;6.26;6.68;7.26;7.89;8.19;8.51;8.82;9.11;10.5;10.82;11.13;10.88;10.63;10.39;10.14;9.89;8.66;7.42;2.47;0
136;0;1.82;2.28;2.73;3.19;3.64;4.1;4.56;4.93;5.31;5.56;5.86;6.19;6.6;7.19;7.8;8.1;8.42;8.73;9.03;10.37;10.7;11;10.76;10.51;10.27;10.03;9.78;8.56;7.34;2.45;0
139;0;1.76;2.19;2.63;3.07;3.51;3.95;4.39;4.74;5.1;5.36;5.64;5.96;6.39;6.97;7.55;7.85;8.17;8.49;8.79;10;10.32;10.63;10.4;10.16;9.93;9.69;9.45;8.27;7.09;2.36;0
140;0;1.73;2.17;2.6;3.03;3.47;3.9;4.34;4.68;5.04;5.29;5.57;5.89;6.32;6.9;7.47;7.77;8.09;8.41;8.71;9.87;10.2;10.51;10.28;10.05;9.81;9.58;9.35;8.18;7.01;2.34;0
141;0;1.71;2.14;2.57;3;3.43;3.85;4.28;4.62;4.98;5.23;5.51;5.82;6.25;6.83;7.39;7.69;8.01;8.33;8.63;9.75;10.08;10.4;10.17;9.93;9.7;9.47;9.24;8.09;6.93;2.31;0
142;0;1.69;2.12;2.54;2.96;3.38;3.81;4.23;4.56;4.91;5.16;5.44;5.75;6.18;6.77;7.31;7.61;7.94;8.25;8.55;9.64;9.97;10.28;10.05;9.82;9.59;9.37;9.14;7.99;6.85;2.28;0
143;0;1.67;2.09;2.51;2.93;3.34;3.76;4.18;4.5;4.85;5.1;5.37;5.68;6.11;6.7;7.23;7.54;7.86;8.18;8.48;9.52;9.85;10.16;9.94;9.71;9.49;9.26;9.03;7.91;6.78;2.26;0
144;0;1.65;2.07;2.48;2.89;3.3;3.72;4.13;4.45;4.79;5.04;5.31;5.61;6.05;6.64;7.16;7.46;7.78;8.1;8.4;9.4;9.74;10.05;9.83;9.6;9.38;9.16;8.93;7.82;6.7;2.23;0
145;0;1.63;2.04;2.45;2.86;3.27;3.67;4.08;4.39;4.73;4.98;5.25;5.54;5.98;6.57;7.08;7.39;7.71;8.03;8.33;9.29;9.62;9.94;9.72;9.5;9.28;9.06;8.83;7.73;6.63;2.21;0
146;0;1.61;2.02;2.42;2.82;3.23;3.63;4.03;4.34;4.67;4.92;5.19;5.48;5.92;6.51;7.01;7.31;7.64;7.96;8.26;9.18;9.51;9.83;9.61;9.39;9.17;8.96;8.74;7.65;6.55;2.18;0
148;0;1.58;1.97;2.37;2.76;3.15;3.55;3.94;4.23;4.56;4.8;5.07;5.35;5.8;6.39;6.87;7.17;7.5;7.82;8.12;8.97;9.3;9.62;9.4;9.19;8.98;8.76;8.55;7.48;6.41;2.14;0
149;0;1.56;1.95;2.34;2.73;3.12;3.51;3.9;4.18;4.5;4.75;5.01;5.29;5.74;6.33;6.8;7.11;7.43;7.75;8.06;8.86;9.2;9.51;9.3;9.09;8.88;8.67;8.46;7.4;6.34;2.11;0
150;0;1.54;1.93;2.31;2.7;3.08;3.47;3.85;4.13;4.45;4.69;4.95;5.23;5.68;6.28;6.73;7.04;7.36;7.69;7.99;8.76;9.09;9.41;9.21;9;8.79;8.58;8.37;7.32;6.28;2.09;0
155;0;1.46;1.83;2.19;2.56;2.93;3.29;3.66;3.9;4.21;4.45;4.69;4.96;5.42;6.02;6.43;6.73;7.06;7.39;7.7;8.29;8.63;8.95;8.75;8.55;8.35;8.15;7.96;6.96;5.97;1.99;0
160;0;1.4;1.75;2.09;2.44;2.79;3.14;3.49;3.72;4;4.24;4.48;4.73;5.2;5.8;6.17;6.48;6.8;7.13;7.44;7.89;8.23;8.56;8.37;8.18;7.99;7.8;7.61;6.66;5.71;1.9;0
162;0;1.37;1.72;2.06;2.4;2.75;3.09;3.43;3.65;3.93;4.17;4.4;4.65;5.12;5.72;6.08;6.39;6.72;7.04;7.36;7.75;8.09;8.42;8.23;8.05;7.86;7.67;7.49;6.55;5.61;1.87;0
168;0;1.32;1.65;1.98;2.31;2.64;2.97;3.3;3.49;3.77;4;4.23;4.46;4.94;5.54;5.87;6.18;6.5;6.83;7.15;7.42;7.76;8.1;7.92;7.74;7.56;7.38;7.2;6.3;5.4;1.8;0
170;0;1.31;1.63;1.96;2.28;2.61;2.94;3.26;3.46;3.72;3.95;4.18;4.41;4.89;5.5;5.82;6.12;6.45;6.78;7.1;7.34;7.68;8.01;7.84;7.66;7.48;7.3;7.12;6.23;5.34;1.78;0
174;0;1.29;1.61;1.93;2.25;2.57;2.89;3.22;3.4;3.66;3.89;4.12;4.34;4.83;5.43;5.74;6.05;6.38;6.71;7.02;7.22;7.56;7.9;7.72;7.54;7.37;7.19;7.02;6.14;5.26;1.75;0
180;0;1.27;1.59;1.91;2.23;2.55;2.87;3.19;3.37;3.63;3.86;4.08;4.3;4.79;5.4;5.7;6;6.33;6.66;6.98;7.15;7.5;7.83;7.65;7.48;7.31;7.13;6.96;6.09;5.22;1.74;0
